OXYGEN,SILCAT,NO2+NO3,PHSPHT,Label
59.505,128.2706,40.79505,2.95415,predicted
128.545,156.94595,37.1251,2.60545,predicted
43.1556666667,110.18435,41.7987,3.00985,predicted
52.3925,1.7974,1.21885,0.2055,predicted
212.3465,1.6006,0.1325,0.07975,predicted
149.651,28.258,21.88555,1.5965,predicted
142.2085,147.1112,35.5221,2.45875,predicted
129.535,157.830766667,37.40385,2.61645,predicted
119.0585,156.60185,36.75395,2.55755,predicted
140.7385,154.7772,36.36665,2.53885,predicted
35.89835,102.21175,41.764,3.0226,predicted
165.7565,3.3329,3.7391,0.3167,predicted
143.6615,153.51525,36.2486,2.52995,predicted
33.7085,81.2178,39.55855,2.9067,predicted
27.3315,159.21995,37.29185,2.60765,predicted
167.1195,2.11675,1.2824,0.26915,predicted
26.175,99.33605,41.29925,3.0731,predicted
213.9795,1.7275,0.02615,0.0753,predicted
210.6295,1.3804,0.00605,0.0479,predicted
71.476,138.95405,40.461,2.8728,predicted
74.842,154.0229,39.09105,2.7772,predicted
40.857,94.57665,41.33395,3.02475,predicted
28.3675,75.61595,40.05725,2.9303,predicted
150.312,149.7099,35.7316875,2.47695,predicted
30.4025,88.53435,40.7445,2.97745,predicted
205.6325,1.3319,0.0068,0.07545,predicted
199.207,8.1012,8.4736,0.6321,predicted
58.102,66.0746,36.24515,2.6727,predicted
182.4805,18.9238,16.86195,1.19345,predicted
198.1255,0.96035,0.04665,0.0376,predicted
184.542,3.46395,2.355,0.222,predicted
203.3795,1.31315,0.01345,0.089,predicted
114.706,159.7837,37.5135,2.64625,predicted
34.1965,106.27925,41.86935,3.0557,predicted
130.648,27.74625,20.9721,1.522375,predicted
126.584,42.7954,27.3612,1.9508,predicted
107.632,43.43625,28.4562,2.08645,predicted
172.5075,1.6956,0.0053,0.0505,predicted
200.7865,2.27725,1.0945,0.1723,predicted
151.829,148.5206,35.75525,2.46375,predicted
197.7855,2.52255,1.9564,0.18415,predicted
81.827,155.22755,38.84795,2.7541,predicted
158.075,27.84535,21.3849,1.54275,predicted
151.0835,149.7465,35.62135,2.5027,predicted
55.1485,122.4691,41.0742,2.9568,predicted
191.8815,1.16365,0.04995,0.0489,predicted
182.4255,2.32105,2.04295,0.21315,predicted
66.8515,61.7945,34.7146,2.5168,predicted
111.8655,50.6634,30.66015,2.2746,predicted
93.668,53.99615,31.99085,2.37895,predicted
133.907,152.83325,35.875,2.51715,predicted
163.825,28.31085,21.64115,1.5359,predicted
170.6485,27.0594,20.83085,1.47925,predicted
200.028,9.3704,9.4199,0.6771,predicted
206.4925,1.7754,0.9328,0.11535,predicted
170.4715,1.2882,0.0418,0.0394,predicted
218.138,1.47765,0.0826,0.03735,predicted
206.9065,1.9169,0.2966,0.09105,predicted
192.19,1.52415,0.27335,0.10085,predicted
200.731,1.2534,0.34295,0.09115,predicted
81.1355,44.8816,28.81005,2.09275,predicted
118.108,158.6415,37.89935,2.6559,predicted
189.0255,14.9951,12.7969,0.93135,predicted
174.3185,2.22975,1.5231,0.1709,predicted
47.3665,73.4043,37.59325,2.7732,predicted
146.307,150.6954,35.78915,2.49715,predicted
208.9955,0.9519,0.03485,0.0263,predicted
189.6115,6.2355,6.2831,0.7398,predicted
-116.743,1.5607,0.00675,0.12275,predicted
197.9395,17.3058,15.43315,1.09715,predicted
187.3515,16.80945,15.5833,1.10495,predicted
152.026,25.93125,20.6184,1.4469,predicted
36.7725,100.8709,41.39025,2.9684,predicted
52.0885,91.7194,41.1139,3.04255,predicted
23.3575,94.1055,41.2754,3.04755,predicted
35.849,80.57615,39.5476,2.88665,predicted
194.2005,2.73415,1.93685,0.20975,predicted
205.345,1.61245,0.02915,0.0194,predicted
208.217,1.66655,0.3059,0.1113,predicted
80.5165,145.50715,39.95235,2.8316,predicted
207.342,1.62575,0.33715,0.0493,predicted
139.9025,154.8827,36.42595,2.5363,predicted
194.037,17.4498,15.12425,1.1243,predicted
-23.148,1.3495,0.0101,0.09035,predicted
215.0985,1.5672,0.0243,0.1103,predicted
32.368,111.61645,41.4128,3.0165,predicted
152.783625,148.788483333,35.5676,2.4598,predicted
83.8595,56.1211,32.56235,2.38105,predicted
93.4795,153.77435,39.3238,2.76865,predicted
34.7105,53.34885,31.8983,2.31635,predicted
158.365,29.33325,22.5843,1.6246,predicted
34.505,80.92735,41.78095,3.0219,predicted
192.8635,5.8862,5.84465,0.4608,predicted
201.589,2.4297,1.46465,0.1729,predicted
61.9925,131.7945,40.94655,2.9269,predicted
18.0075,74.2514,38.08255,2.78135,predicted
146.0855,151.96145,36.0927,2.5033,predicted
194.695,10.2011,10.2051,0.73885,predicted
157.2785,23.16445,18.6626,1.3274,predicted
63.1055,130.59795,40.67505,2.922,predicted
30.4435,84.8872,39.9901,2.96795,predicted
147.673,147.74305,35.5153,2.4656,predicted
44.107,111.0674,41.29755,2.9906,predicted
79.52065,38.981,26.04025,1.79395,predicted
-914.7945,103.1547,41.6074,3.04331666667,predicted
193.2035,7.3621,7.55605,0.57975,predicted
38.2485,101.60335,41.67885,3.01105,predicted
217.1775,1.17935,0.0612,0.03115,predicted
-10.4115,83.7212,39.97175,2.94615,predicted
17.8975,91.6121,40.8644,2.9866,predicted
29.084,88.92115,40.85765,2.9578,predicted
129.015,157.46265,37.1318,2.60705,predicted
183.92525,13.36925,13.09815,1.0164,predicted
189.9095,4.96905,4.821,0.3941,predicted
173.133633333,18.90535,16.8913,1.2281,predicted
146.3475,1.8589,0.01525,0.06595,predicted
193.9215,1.7061,1.33575,0.14225,predicted
58.2865,126.2609,41.18155,2.9402,predicted
114.1215,158.9016,38.06505,2.66585666667,predicted
151.5565,148.81045,35.59465,2.4775,predicted
215.545,1.45545,0.00805,0.07135,predicted
-533.109,16.67805,14.99775,1.05585,predicted
24.663,71.513,37.43505,2.7684,predicted
105.6345,157.626,38.6007,2.69895,predicted
123.202,158.1962,37.4077,2.6294,predicted
-987.1465,7.1945,7.45301666667,0.6094,predicted
2.98405833333,112.420915,41.886175,3.0378,predicted
114.6495,50.98615,30.02865,2.11755,predicted
108.0745,158.44575,38.3212,2.70225,predicted
104.9585,157.87105,38.75245,2.7072,predicted
197.2955,2.58275,2.0065,0.2001,predicted
121.733,158.7871,37.50845,2.62685,predicted
97.0035,53.66715,32.0029,2.3076,predicted
52.3175,118.67705,41.40085,3.0032,predicted
72.834,160.2033,37.821,2.63355,predicted
29.1315,-106.4436,40.8646,3.0279,predicted
73.665,1.5742,0.01715,0.0588,predicted
187.33425,14.12805,13.76,1.0253,predicted
-878.233,149.0796,35.46475,2.49045,predicted
151.3245,149.73505,36.0184,2.4794,predicted
144.2255,2.6154,2.27795,0.23465,predicted
-53.6815,158.43105,37.69765,2.6383,predicted
198.537,7.45355,8.08775,0.6183,predicted
144.3375,152.9183,35.83315,2.49565,predicted
144.1265,152.7915,36.0629,2.5135,predicted
88.529,151.2829,39.5503,2.784,predicted
141.5785,27.1341,36.1543,2.52875,predicted
111.2645,157.00565,36.568,2.522,predicted
94.3535,45.9083,28.49315,2.0648,predicted
44.4106,116.210596667,41.7108,3.01115,predicted
154.1415,147.75745,35.5659,2.46525,predicted
188.022,18.679,16.2298,1.1668,predicted
28.863,95.71655,41.6427,3.0183,predicted
191.121966667,1.0787,0.0711,0.03005,predicted
195.262,16.4855,14.7166,1.01845,predicted
193.85175,12.5451,12.7438,0.93695,predicted
142.049,153.52145,36.0809,2.5306,predicted
151.8725,149.16395,35.8953,2.5071,predicted
201.542,4.21075,4.03085,0.34155,predicted
184.0385,3.09225,3.5633,0.36775,predicted
88.796,48.0988,29.96325,2.1636,predicted
192.5105,14.1652,13.5167,0.9879,predicted
50.2585,75.2126,37.8685,2.7742,predicted
47.495,152.99005,36.3114,2.5189,predicted
71.021225,0.526325,0.0225966666667,0.07495,predicted
181.99,3.25335,3.33115,0.3366,predicted
59.906,129.1136,40.905,2.95885,predicted
92.329,60.6543,32.3328,2.33475,predicted
218.217,1.4911,0.07745,0.0642,predicted
135.4985,1.40985,0.0233,0.1088,predicted
137.927,156.3389,36.7711,2.5617,predicted
175.8235,1.39195,0.00845,0.0326,predicted
163.9525,21.5792,17.9114,1.26925,predicted
86.7485,149.2831,39.6771,2.81275,predicted
97.483,55.5433,31.94225,2.32455,predicted
171.18,1.40845,0.0157,0.0419,predicted
-42.5285,159.31195,37.5915,2.63935,predicted
42.932,74.65855,37.99515,2.78765,predicted
49.7335,117.4094,41.58495,3.01495,predicted
-962.7815,1.10475,0.0631,0.0949,predicted
36.1415,108.52205,42.01085,3.03885,predicted
143.638,36.69115,25.51295,1.82125,predicted
201.9665,1.72065,0.14325,0.09005,predicted
110.3605,159.12345,38.38375,2.68965,predicted
23.418,83.56215,40.899,2.9881,predicted
51.084,117.8531,41.5652,2.98571666667,predicted
157.4775,1.07655,0.03215,0.04805,predicted
143.8315,12.23725,11.99605,0.8718,predicted
34.053,84.99185,40.0545,2.93185,predicted
178.7055,6.0361,7.0397,0.6032,predicted
29.585,97.61205,41.67005,3.0491,predicted
180.5095,2.1674,1.872,0.2242,predicted
69.779,138.21495,40.6761,2.91435,predicted
30.5351666667,95.68865,41.22635,3.00915,predicted
23.8765,108.89655,41.4307,3.01385,predicted
153.9465,2.0286,0.43535,0.1036,predicted
201.003,7.71665,7.8157,0.61955,predicted
153.3605,149.2143,35.56155,2.4693,predicted
160.675,3.5255,2.751,0.2527,predicted
41.3134583333,116.124553333,41.72472,3.01988666667,predicted
31.244,102.36435,41.75305,3.0407,predicted
192.365,2.94165,2.51455,0.247,predicted
197.0705,-2.12945,2.1542,0.21405,predicted
198.5965,3.62155,3.5661,0.3096,predicted
182.93,1.7387,0.00435,0.05385,predicted
199.851,4.31065,4.25245,0.35515,predicted
97.6285,1.19875,0.0242,0.07685,predicted
141.533,1.32055,0.0071,0.0882,predicted
160.9135,26.62435,21.0269,1.4657,predicted
41.0825,109.1374,41.7575,3.0163,predicted
199.3055,8.42105,8.7662,0.63355,predicted
151.509,149.49195,35.70855,2.4757,predicted
-978.1895,99.6794,41.5674,3.0663175,predicted
101.6475,60.0858,33.31455,2.3589,predicted
166.987,2.9517,0.0065,0.0981,predicted
35.7475,100.62535,41.66675,3.02735,predicted
40.6675,110.18655,41.70155,3.03925,predicted
196.5825,2.5838,1.41285,0.2021,predicted
60.368,128.93875,40.54265,2.93725,predicted
96.807,154.23275,39.298,2.76535,predicted
207.672,2.0099,0.73565,0.1016,predicted
43.0015,88.3217,41.2967,3.01835,predicted
-4.6355,85.7733,39.99315,2.89885,predicted
205.9215,1.36205,0.3404,0.0733,predicted
25.049,77.6052,39.69225,2.9228,predicted
151.4885,148.8993,35.55805,2.4608,predicted
198.465,4.6005,4.37645,0.3858,predicted
183.938,12.8782,13.002,1.00575,predicted
152.3255,149.53395,35.63885,2.4767,predicted
117.1885,160.8601,37.81515,2.6644,predicted
190.53,2.2127,1.0483,0.1417,predicted
203.368,1.65525,0.91385,0.16815,predicted
118.3515,159.8555,37.7818,2.6614,predicted
27.7305,86.74265,40.6503,3.00325,predicted
187.8445,5.8191,5.4728,0.45055,predicted
170.99875,1.2868,0.01795,0.04835,predicted
199.412,10.45585,10.74665,0.77425,predicted
178.9245,4.7672,5.3043,0.45595,predicted
123.952,23.28335,18.69975,1.3309,predicted
32.9445,102.39365,41.6988,3.02275,predicted
-17.35,1.48205,0.0065,0.07275,predicted
71.6945,138.9913,40.4675,2.87985,predicted
26.875,111.19605,41.9372,3.04986666667,predicted
80.9495,53.58185,32.0796,2.3212,predicted
132.7525,1.3755,0.00735,0.07525,predicted
51.822,113.68715,41.66495,2.99755,predicted
207.125,1.3031,0.00705,0.0958,predicted
112.67,158.57135,38.0726,2.6745,predicted
72.0265,139.9181,40.3713,2.8914,predicted
129.144,152.1094,36.13125,2.48275,predicted
199.257,2.44435,2.2184,0.2655,predicted
194.8475,6.91115,7.8126,0.57295,predicted
95.2505,59.7166,32.7807,2.38785,predicted
103.0085,157.0862,38.7091,2.7413,predicted
-66.34,89.69675,40.2857,2.9453,predicted
150.9505,149.9077,35.8408,2.47805,predicted
166.2785,1.32773333333,0.0176,0.0243,predicted
111.1437,160.5226,38.04165,2.66565,predicted
150.314,149.6448,35.7635,2.48495,predicted
185.58075,18.7323,16.043,1.1669,predicted
150.543,149.8854,35.77655,2.4441,predicted
176.696933333,25.43575,19.7275,1.4302,predicted
28.3365,101.3245,41.51175,2.98575,predicted
192.226,1.98295,1.46295,0.14375,predicted
190.787,0.8712,0.0104,0.0983,predicted
115.708,158.7875,37.87025,2.64925,predicted
109.6165,159.7104,38.30865,2.67825,predicted
171.763,2.51,2.3861,0.24705,predicted
151.8345,149.31175,35.70225,2.4776,predicted
194.999,4.31895,3.99715,0.3872,predicted
138.4565,155.40285,36.6512,2.56215,predicted
37.239,107.9762,41.58615,3.01915,predicted
28.812,75.17935,38.1689,2.8117,predicted
53.852,121.9743,41.30755,2.9851,predicted
205.5725,1.3128,0.012,0.07395,predicted
51.2095,76.5212,38.2366,2.75225,predicted
36.9925,103.68855,41.5771,2.9855,predicted
193.0215,1.74375,0.0015,0.0699,predicted
76.111,142.6895,40.3251,2.8709,predicted
209.882,1.71235,0.0515,0.12795,predicted
195.052,10.72595,11.2544,0.8213,predicted
165.5205,1.02065,0.03815,0.04175,predicted
40.721,89.4938,41.45605,3.0209,predicted
31.7115,96.6635,41.36455,3.02885,predicted
129.254,157.2869,37.0511,2.58995,predicted
209.508,1.488,0.00115,0.07055,predicted
-21.3755,82.0237,40.1897,2.95985,predicted
190.069,1.65,0.0049,0.0791,predicted
40.3185,108.9888,41.80755,3.01395,predicted
211.623,1.20345,0.0139,0.044,predicted
-126.3795,155.46945,38.615,2.73255,predicted
50.878,66.2101,34.0814,2.4754,predicted
201.5355,1.9057,0.0491,0.03905,predicted
111.209125,159.3419,37.7687,2.6361,predicted
199.931,3.0313,2.265,0.21645,predicted
113.288,1.7769,0.0206,0.094,predicted
205.966,1.50015,0.0506,0.07865,predicted
189.332,5.23725,5.02335,0.38525,predicted
203.275,2.435,1.71315,0.1716,predicted
184.814125,0.9767,0.012925,0.0721,predicted
202.8115,14.8625,13.9756,1.00555,predicted
76.4175,148.52575,35.41185,2.47975,predicted
35.295,101.7165,41.2311,3.01145,predicted
58.415,1.4945,0.00805,0.13155,predicted
116.465,160.31655,37.835,2.64875,predicted
152.4035,150.08075,35.58035,2.4789,predicted
178.878,1.5391,0.0092,0.0685,predicted
31.935,103.5804,41.79345,3.05815,predicted
-126.7515,155.6035,38.8951,2.75615,predicted
193.4765,6.18205,6.27775,0.76815,predicted
112.707,158.89095,38.1849,2.669,predicted
199.143,3.0706,2.6362,0.2412,predicted
216.0525,1.46009,0.03255,0.07475,predicted
205.215,10.5587,11.015325,0.811333333333,predicted
57.5895,127.54015,41.11525,2.9714,predicted
150.9525,150.21165,35.8457,2.479,predicted
40.24,109.1674,41.47465,3.02815,predicted
203.623,1.5226,0.3515,0.1248,predicted
176.6735,1.1078,0.00285,0.032,predicted
151.3165,35.26305,24.5506,1.7354,predicted
200.1355,6.97725,7.3857,0.5506,predicted
55.4335,126.14695,41.24455,2.97445,predicted
191.3725,3.14265,2.54715,0.2355,predicted
136.555,153.27845,36.47435,2.52315,predicted
33.9135,92.18805,40.46885,2.94165,predicted
185.5025,0.57775,0.12135,0.0873,predicted
91.66975,1.24715,0.00545,0.0548,predicted
-74.803,1.1112,0.0339,0.07405,predicted
-903.3645,3.5565,3.4412,0.28585,predicted
56.4575,44.8191,28.4182,2.0658,predicted
114.342,158.61585,38.04725,2.68235,predicted
193.365,16.2898,14.35125,1.0104,predicted
59.692,128.97355,41.10895,2.96855,predicted
153.8995,147.83315,35.3843,2.4559,predicted
203.2235,1.3583,0.0041,0.09425,predicted
127.7145,157.5269,37.1274,2.58845,predicted
139.5725,154.5734,36.40705,2.543,predicted
117.678,159.43265,37.9264,2.64905,predicted
28.6275,99.4457,41.6212,3.0549,predicted
159.2805,31.12275,22.8291,1.58195,predicted
151.654,149.2935,35.89525,2.4723,predicted
183.537,1.1399,0.007,0.0516,predicted
44.6329166667,112.26995,42.13085,2.67775,predicted
74.04,153.77525,39.17945,2.76725,predicted
115.6505,158.8433,37.9137,2.674675,predicted
33.218,94.50435,41.6215,3.00775,predicted
200.8125,2.03735,1.5385,0.1635,predicted
123.035,158.48675,37.63055,2.62225,predicted
-350.7505,3.2742,3.50035,0.3141,predicted
-89.47,1.51055,0.03405,0.12785,predicted
103.844,157.23865,38.7617,2.7249,predicted
138.339,152.6284,36.0176,2.5131,predicted
134.029,157.06545,36.7661,2.5776,predicted
139.0375,154.90675,36.36035,2.54205,predicted
29.989,67.5093,36.01145,2.59085,predicted
198.2675,4.56245,4.287,0.33465,predicted
184.006,6.0541,6.4326,0.50425,predicted
8.748,80.9995,40.0905,2.9489,predicted
103.6335,156.81635,38.69065,2.73265,predicted
34.404,45.2994,29.07985,2.08765,predicted
191.856,2.7681,2.16405,0.1814,predicted
62.036,131.67315,40.83395,2.92225,predicted
116.592583333,160.9165,38.008475,2.66770833333,predicted
175.824,1.3463,0.3862,0.10655,predicted
155.504,1.75225,0.01,0.1062,predicted
76.9455,142.09405,40.298,2.87155,predicted
23.985,82.24795,40.29855,2.9648,predicted
31.583,90.23885,40.63475,2.97635,predicted
79.2805,144.83705,40.15905,2.85105,predicted
144.959,153.75795,36.1409,2.5302,predicted
146.989,1.14925,0.03355,0.08805,predicted
153.6515,147.85065,35.492,2.43205,predicted
70.702,138.4005,40.5094,2.9146,predicted
90.588,156.7612,39.438,2.77395,predicted
105.051,156.9959,38.6153,2.71825,predicted
151.326,0.7688,0.009035,0.0633,predicted
135.621,156.474613333,36.64703,2.55114666667,predicted
192.45,5.2613,5.23925,0.4221,predicted
145.627,152.51865,36.1511,2.51665,predicted
110.701,159.18495,38.03605,2.61785,predicted
39.28,107.938,41.31775,2.933,predicted
53.5,120.7746,41.17685,2.98735,predicted
-671.069,156.22375,39.3112,2.80505,predicted
35.709,105.52485,41.5949,3.0326,predicted
-148.439,0.9718,0.0417,0.0391,predicted
187.8955,5.81235,5.495,0.45245,predicted
209.464,1.94455,0.0088,0.0405,predicted
107.0865,43.97685,28.5497,2.0953,predicted
54.09,68.8795,36.74635,2.7038,predicted
86.6925,150.7432,39.826,2.85185,predicted
177.9775,10.78125,12.5781,0.94485,predicted
188.0085,17.16515,15.6299,1.1087,predicted
36.4895,112.04335,41.08655,3.0249,predicted
154.022,148.68415,35.59255,2.4756,predicted
124.58,2.16685,1.8695,0.20435,predicted
178.65,1.2869,0.03265,0.016,predicted
63.04,68.26925,36.26815,2.6298,predicted
36.09,101.1859,41.60795,3.00985,predicted
152.567,148.4854,35.65575,2.4731,predicted
195.049,2.32475,1.55835,0.1489,predicted
212.5035,1.32905,0.1483,0.0844,predicted
139.4375,148.14915,35.91105,2.48865,predicted
150.7935,149.40745,35.66555,2.47415,predicted
204.0765,2.71805,2.41765,0.24605,predicted
-841.985,1.13085,0.0251,0.0953,predicted
39.1915,108.05275,41.8598,3.03285,predicted
127.95,157.03637,36.7561416667,2.55956666667,predicted
-308.986,0.8493,0.00415,0.10995,predicted
180.4145,1.1521,0.0269,0.0267,predicted
87.783,53.12015,32.18875,2.36365,predicted
149.482,150.1166,35.9153,2.4967,predicted
145.673,151.6269,36.02715,2.50135,predicted
30.398,97.131,41.45845,3.02795,predicted
195.2495,11.8901,12.4434,0.90335,predicted
212.493,1.05565,0.0161,0.08605,predicted
108.332,160.5168,37.7682,2.6581,predicted
193.723,3.7568,3.6762,0.29105,predicted
17.5645,104.24935,41.57345,3.0216,predicted
70.3505,138.4818,40.54515,2.8701,predicted
-38.1255,137.21245,40.58195,2.923,predicted
191.906,1.46595,1.22725,0.1786,predicted
33.3695,105.29685,41.44735,3.02115,predicted
85.001,147.94545,39.9153,2.8193,predicted
52.749,61.2104,34.7475,2.59625,predicted
102.002,157.73045,38.80275,2.7629,predicted
200.7,11.3807,10.9245,0.7868,predicted
29.04,85.4877,40.46415,2.9872,predicted
214.005,0.8878,0.0084,0.07075,predicted
199.0145,2.33955,0.48125,0.10505,predicted
150.586,149.62355,35.59685,2.49675,predicted
48.096,77.04,38.3095,2.7853,predicted
151.465,148.51665,35.59735,2.4695,predicted
143.0915,153.3394,36.21065,2.51765,predicted
152.3365,148.5997,35.45895,2.4805,predicted
151.1035,148.704,35.61325,2.4823,predicted
201.752,6.68775,6.4912,0.52645,predicted
108.0345,1.89235,0.66305,0.13185,predicted
33.456,78.83645,39.2847,2.9086,predicted
96.664,1.58955,0.09885,0.0837,predicted
155.419,1.2835,0.0246,0.17775,predicted
-6.357,1.12365,0.00425,0.07115,predicted
200.235125,1.78275,0.0067,0.1088,predicted
153.7765,1.41985,0.5007,0.1349,predicted
35.05375,114.711223333,41.6469633333,3.02115,predicted
202.317,2.15595,0.96705,0.0819,predicted
198.0695,5.8073,6.3379,0.49275,predicted
191.234,17.95545,16.37085,1.1509,predicted
199.958,5.7896,5.3264,0.4263,predicted
204.514,1.4996,0.0072,0.05335,predicted
202.39125,1.701,0.0127,0.02795,predicted
85.25,147.16845,40.0892,2.83075,predicted
35.2881666667,94.29145,41.1309,3.00495,predicted
200.9155,0.9153,0.00125,0.08585,predicted
25.5405,-115.8426,40.64935,2.97355,predicted
34.527375,105.02725,42.02215,3.07033333333,predicted
186.101,1.7932,0.0052,0.0468,predicted
214.228375,1.3507,0.01065,0.0629,predicted
100.693,43.9116,29.27025,2.13445,predicted
34.039,85.7882,40.0538,2.92485,predicted
74.119,141.8481,40.6712,2.88585,predicted
162.079,1.64905,0.00115,0.05565,predicted
-158.965,1.5768,0.0061,0.12225,predicted
149.275,149.9708,35.7746,2.4932,predicted
198.676,2.49645,1.58325,0.1942,predicted
122.631,158.2889,37.4516,2.6217,predicted
208.1365,1.2652,0.1669,0.1164,predicted
-70.231,1.50435,0.0143,0.1213,predicted
44.948,77.1261,38.16235,2.77135,predicted
210.0205,1.2118,0.15435,0.07735,predicted
150.1605,149.5832,35.7156,2.49805,predicted
109.0535,157.6046,38.4098,2.70435,predicted
167.398,1.3886,0.0035,0.0508,predicted
149.834,149.60735,36.0304,2.50115166667,predicted
110.4815,57.3833,31.94245,2.2468,predicted
96.8775,153.06915,39.5388,2.78045,predicted
94.264,153.062,39.15845,2.75675,predicted
7.4095,112.42315,41.4054,3.01045,predicted
191.726,16.46295,14.5977,1.0509,predicted
72.7975,140.14265,40.6676,2.88235,predicted
103.303,150.5697,35.49135,2.4656,predicted
193.416,17.42355,15.28175,1.07475,predicted
77.7345,142.82215,40.21185,2.8725,predicted
208.320833333,1.42555833333,0.003,0.0606,predicted
35.20425,106.03145,41.20105,3.03945,predicted
63.383,131.6056,40.7689,2.92715,predicted
202.412,2.15905,0.9418,0.13435,predicted
39.523,105.24915,41.3021,3.0132,predicted
97.3575,44.9248,29.15105,2.1211,predicted
171.8645,17.8409,15.43715,1.17,predicted
206.069,1.74245,0.34455,0.07295,predicted
23.9815,106.8078,42.0616,3.0401,predicted
39.6125,93.3299,41.33,3.03815,predicted
31.588,82.4778,42.0232,3.052,predicted
79.1725,65.56675,35.6514,2.49245,predicted
90.5255,152.02785,39.6889,2.7934,predicted
84.9595,147.0916,39.58015,2.80155,predicted
135.7125,156.8108,36.66355,2.55955,predicted
45.723125,114.76651,41.6886,3.00983,predicted
41.5905,106.9183,41.5221,3.0013,predicted
40.022,107.19175,41.6696,3.0058,predicted
164.011,1.47235,0.00835,0.12505,predicted
125.9145,158.6079,37.44955,2.6092,predicted
93.572,46.635,29.1647,2.08835,predicted
30.652,83.74425,40.3162,2.9292,predicted
40.3445,107.11745,41.3852,2.9562,predicted
197.52925,1.53895,0.00895,0.052,predicted
187.4995,3.537,3.60515,0.279,predicted
-1.7145,55.0608,32.04215,2.31385,predicted
200.176,7.37025,7.76905,0.60375,predicted
77.5385,158.51265,38.97675,2.73945,predicted
144.3585,149.7035,35.71415,2.49715,predicted
39.7685,107.83585,41.8058,3.0443,predicted
196.38,11.37385,11.43095,0.83795,predicted
25.556,82.42025,41.19795,2.98385,predicted
142.6455,153.43295,36.08125,2.52735,predicted
-696.676,1.01405,0.02065,0.0682,predicted
204.6775,12.6447,12.1561,0.86095,predicted
200.609,3.7382,3.2974,0.2856,predicted
116.3895,42.5211,28.4032,2.08755,predicted
118.904,1.8999,0.04505,0.0913,predicted
107.7205,45.0606,29.0621,2.1016,predicted
199.873,1.374,0.004,0.06955,predicted
40.5787416667,114.604331667,41.5358466667,3.02015,predicted
15.017,1.9537,1.32905,0.1463,predicted
134.563,156.4799,36.7759666667,2.56655,predicted
183.992,3.4694,4.14985,0.3811,predicted
43.3040833333,111.03345,41.08305,3.0176,predicted
79.931,145.63,39.91195,2.83245,predicted
210.95975,1.19919833333,0.19345,0.0909,predicted
203.227,5.4497,5.0537,0.4183,predicted
87.7385,149.678,39.6895,2.80905,predicted
87.04,150.49225,39.6553,2.82965,predicted
28.9015,61.89125,40.71585,2.96955,predicted
26.9280666667,98.26505,41.28105,3.0101,predicted
201.4385,1.37375,0.176,0.0725,predicted
195.8585,3.2075,2.98315,0.27595,predicted
153.0575,34.97125,24.40625,1.6041,predicted
38.4085,96.14955,41.9215,3.04755,predicted
46.3455,45.65485,28.57125,2.02765,predicted
-203.0665,11.05695,11.6068,0.8307,predicted
204.645,1.4358,0.45265,0.10915,predicted
58.1005,127.33245,41.10285,2.95535,predicted
196.3165,3.94965,3.634,0.3311,predicted
195.7905,6.45885,5.53845,0.44985,predicted
201.157,6.12905,5.24905,0.42875,predicted
44.2885,41.78435,27.6961,1.99885,predicted
84.631,148.2355,40.00145,2.84665,predicted
-47.2325,150.583,39.48825,2.8137,predicted
99.494,149.99365,35.64955,2.4712,predicted
130.8295,156.5647,36.9851,2.6072,predicted
39.502,67.3331,41.40365,3.02655,predicted
-872.103,1.14575,0.036,0.0923,predicted
213.773,1.4911,0.0055,0.1133,predicted
120.605,44.0151,28.17985,2.0333,predicted
30.4975,76.731,38.3526,2.81095,predicted
161.749,28.3832,21.53495,1.50995,predicted
24.6,107.3225,41.56505,3.0219,predicted
-957.477,106.7639,41.6506,3.0717,predicted
147.006,150.6279,35.5872,2.467,predicted
70.4795,63.87925,35.2765,2.55295,predicted
63.8915,131.7097,40.6041,2.92385,predicted
200.1075,12.95575,12.444,0.8848,predicted
192.647,5.7161,5.8759,0.4703,predicted
79.9695,144.8669,40.15145,2.86735,predicted
33.4015,55.24065,31.87775,2.3548,predicted
190.2755,1.7558,0.8034,0.1303,predicted
42.893,147.9665,35.55905,2.3441,predicted
193.335,1.4188,0.00825,0.0955,predicted
82.7115,145.9065,40.00915,2.82615,predicted
105.094,157.6421,38.76295,2.741,predicted
152.5105,149.36675,35.68155,2.46155,predicted
29.836,99.6018,41.75085,3.0252,predicted
125.721,158.8577,37.39765,2.62635,predicted
28.4231666667,95.0415,40.9457,2.99565,predicted
-7.5385,96.3884,41.19555,2.99435,predicted
197.9735,5.34375,5.2188,0.4168,predicted
201.4005,9.96645,9.9291,0.7401,predicted
192.0645,1.91465,1.54455,0.1765,predicted
31.6285,103.3671,41.02305,3.0292,predicted
146.2185,147.5886,35.3583,2.4143,predicted
28.6475,-24.85385,40.83795,3.0132,predicted
145.3055,36.23235,24.88455,1.72935,predicted
88.9725,55.7067,32.171,2.3859,predicted
200.488125,1.6297,0.0026,0.10185,predicted
138.783,153.09115,36.1445,2.51435,predicted
-13.1025,157.00175,39.24775,2.7663,predicted
-18.8505,112.4116,42.05205,3.025,predicted
62.9725,133.6244,41.1562,2.92405,predicted
159.525,0.90665,0.0159,0.0823,predicted
36.428,105.33025,41.5187,3.0249,predicted
79.8735,144.77185,39.9234,2.8604,predicted
