OXYGEN,SILCAT,NO2+NO3,PHSPHT,Label
28.3125,96.66205,41.19235,3.01075,predicted
151.9695,148.87165,35.54585,2.47425,predicted
85.721,147.7699,39.77815,2.82395,predicted
47.566,73.52015,37.9556,2.7785,predicted
192.6015,17.00465,15.2301,1.0941,predicted
193.364,16.3184,15.0214,1.07035,predicted
141.455,152.65055,36.0876,2.51995,predicted
197.686916667,13.09555,11.1852,0.8237,predicted
197.4715,9.1921,9.4885,0.7232,predicted
202.955,2.38475,1.14445,0.14495,predicted
103.8735,158.46965,38.5762,2.73585,predicted
149.5975,150.7204,35.9899,2.48795,predicted
196.6525,12.9059,12.0144,0.8397,predicted
198.0035,7.0859,7.46705,0.5742,predicted
86.4505,151.4608,39.6331,2.82905,predicted
114.0805,44.24415,28.93075,2.09395,predicted
29.626,84.5929,39.4408,2.8968,predicted
58.1125,127.22655,41.13535,2.96605,predicted
189.886,1.32226666667,0.0034,0.0766,predicted
65.8655,135.61115,41.2385,2.91885,predicted
214.8105,1.00085,0.00765,0.1295,predicted
34.231,84.03375,39.856,2.9145,predicted
186.474,1.0109,0.0169,0.0781,predicted
201.072,2.87425,1.64505,0.21005,predicted
96.0595,55.305,32.58605,2.20845,predicted
116.4305,41.57455,26.5451,1.8992,predicted
130.476,157.00685,37.1363,2.602,predicted
196.644,2.4432,1.96865,0.2018,predicted
141.8945,149.543,35.94785,2.4897,predicted
36.5215,106.0127,41.4214,2.9954,predicted
203.1765,11.6916,11.65505,0.81145,predicted
33.205,100.07075,41.73685,3.0461,predicted
155.2515,35.41315,24.2842,1.71325,predicted
204.7265,2.6392,0.07765,0.0458,predicted
157.9815,1.5233,0.00695,0.1251,predicted
200.6765,5.6747,5.1823,0.42295,predicted
204.2685,1.8287,0.49705,0.13955,predicted
28.4745,95.0224,41.28435,3.0038,predicted
15.6905,110.2488,41.54885,3.0039,predicted
-192.2925,70.71445,36.9225,2.73435,predicted
61.586,130.1082,40.91705,2.933,predicted
31.3955,96.2019,41.5449,3.0196,predicted
30.94,116.226818333,41.74935,3.02708333333,predicted
191.93,1.31105,0.0102,0.0647,predicted
188.8095,7.51825,7.85505,0.6557,predicted
75.3645,0.9896,0.0246,0.0602,predicted
49.217,138.6284,40.508,2.899,predicted
86.702,54.4816,31.6549,2.3013,predicted
79.993,144.77095,39.9813,2.83925,predicted
42.471,108.0941,41.85865,3.0173,predicted
75.48,0.9167,0.00943333333333,0.12905,predicted
58.458,127.36675,41.0908,2.94275,predicted
140.1805,154.57095,36.7578,2.5446,predicted
194.279,10.72995,11.33775,0.8229,predicted
111.8755,157.99455,38.0681,2.7085,predicted
33.3385,96.4275,41.8215,3.03025,predicted
202.3765,0.9905,0.0177,0.0368,predicted
72.456,54.22065,32.14705,2.32645,predicted
50.709,117.78915,41.22875,2.9588,predicted
114.8695,1.99945,0.00305,0.15855,predicted
-225.2715,152.44055,35.90995,2.51985,predicted
196.61,1.08135,0.03385,0.03485,predicted
151.019,149.00355,35.58015,2.4722,predicted
122.596,1.6577,0.232,0.09045,predicted
153.4635,147.99085,35.5876,2.46715,predicted
40.0225,62.6539,41.2698,3.02005,predicted
96.1255,156.6841,38.4326,2.7299,predicted
194.627,5.83545,5.8272,0.48125,predicted
150.748,148.87325,35.5398,2.47335,predicted
158.444,25.5984,20.3183,1.4457,predicted
141.6785,153.7746,36.0582,2.5357,predicted
185.3305,5.8293,5.73475,0.468,predicted
205.2005,1.8554,0.4264,0.1196,predicted
198.666,1.42855,0.0151,0.0854,predicted
150.3265,150.0298,35.7646625,2.478,predicted
41.66,107.704,41.547,3.00175,predicted
203.275,2.22705,1.60815,0.15195,predicted
88.4775,151.5566,39.6294,2.81055,predicted
30.1845,91.3655,40.6973,2.98515,predicted
60.219,148.94645,35.505,2.468,predicted
25.4155,101.3534,41.7741,3.0562,predicted
130.219,157.1254,36.48105,2.5598,predicted
-999.0,1.0834,0.0247,0.0734,predicted
-91.0755,1.6586,0.0045,0.117,predicted
35.4815,87.55225,39.99815,2.9365,predicted
210.6755,1.5692,0.01145,0.10115,predicted
144.2495,152.5348,36.1584,2.5206,predicted
124.3895,160.6971,37.38845,2.63415,predicted
167.19,27.1722,20.79485,1.5031,predicted
77.9435,142.81335,40.1811,2.8624,predicted
124.074,157.2365,36.8076,2.5959,predicted
195.8195,1.1271,0.08365,0.0864,predicted
50.834,120.39885,41.36105,2.9682,predicted
38.551,104.6894,41.69535,3.0162,predicted
127.2725,159.5267,37.6474,2.64255,predicted
102.0825,158.5345,38.7796,2.73765,predicted
187.711,2.04865,0.0064,0.16195,predicted
190.2775,17.30705,15.3562,1.08645,predicted
22.473,97.6078,41.7633,2.97495,predicted
149.759582143,151.834246667,35.9659686905,2.50449,predicted
187.5445,17.40405,15.96515,1.12935,predicted
21.0855,97.1444,41.6597,3.0437,predicted
205.4445,1.409,0.388,0.1131,predicted
170.775,1.0066,0.0273,0.0533,predicted
61.3185,63.64335,35.41195,2.60755,predicted
111.2415,56.839,36.5604,2.53585,predicted
212.7765,1.7712,0.091,0.03865,predicted
46.83325,115.04045,42.0377,2.63905,predicted
30.579,100.5807,41.0081,3.032,predicted
109.546,157.32255,38.33415,2.71485,predicted
112.3975,159.75825,38.05755,2.6661,predicted
198.4385,2.5248,2.08985,0.21005,predicted
128.8745,2.9518,2.33495,0.2508,predicted
184.9935,0.9393,0.04525,0.04125,predicted
-43.727,155.9283,38.73015,2.73075,predicted
201.811,2.38425,1.51485,0.1663,predicted
183.981,4.77665,5.3578,0.4481,predicted
133.1045,157.01615,36.99985,2.5839,predicted
97.6685,156.3652,36.1065,2.52425,predicted
93.469,64.8613,33.44665,2.35015,predicted
131.5655,157.52425,36.80705,2.5886,predicted
125.455,158.5746,37.15375,2.6184,predicted
183.6185,6.73665,7.11655,0.55935,predicted
151.23475,148.052666667,35.6431,2.47755,predicted
90.588,151.69465,39.5102,2.7701,predicted
203.397,10.7759,11.01605,0.77985,predicted
149.449,150.5063,35.46145,2.4729,predicted
196.1705,2.1601,1.0987,0.12225,predicted
152.6345,148.67315,35.48605,2.4542,predicted
71.8765,65.09425,35.78765,2.56075,predicted
174.76,1.6348,0.0313,0.07425,predicted
149.546,149.58875,35.6168,2.49055,predicted
150.475,149.37115,35.70415,2.50075,predicted
154.694,1.7894,0.2102,0.07745,predicted
212.2245,1.6397,0.09205,0.0909,predicted
125.6935,158.2216,37.26435,2.6109,predicted
151.747,148.61725,35.51445,2.46155,predicted
-43.808,16.9052,15.11265,1.0882,predicted
207.084,1.3692,0.32215,0.1111,predicted
111.772,50.60975,29.8547,2.1447,predicted
33.951,82.2066,41.50975,3.0186,predicted
201.261,10.0744,9.9745,0.71785,predicted
81.584,144.04985,40.4488,2.89325,predicted
-67.0235,136.14875,41.05005,2.9328,predicted
135.504,156.688666667,36.78765,2.5567,predicted
108.5335,46.20085,29.4061,2.1248,predicted
117.099,41.18485,28.04505,2.0635,predicted
192.5155,1.8036,0.377,0.09165,predicted
141.457,148.5355,35.47455,2.4493,predicted
70.573,138.5378,40.84025,2.9044,predicted
97.1765,29.11445,21.78335,1.5345,predicted
15.64725,94.6815,40.7723,2.9821,predicted
116.122,38.84155,25.9282,1.8181,predicted
27.168,94.6579,41.1346,2.9899,predicted
183.053,2.6788,2.02865,0.1997,predicted
12.116,155.93735,36.32675,2.538,predicted
198.0105,8.3771,8.78389583333,0.64316,predicted
193.4175,1.537,0.00205,0.1061,predicted
158.674,0.998975,0.036,0.0568,predicted
-0.9415,111.1105,41.80345,3.01995,predicted
207.524,1.00245,0.2506,0.1045,predicted
201.4055,1.8006,0.0017,0.06535,predicted
199.0525,6.47335,7.15105,0.61635,predicted
19.906,90.84905,41.33655,2.9952,predicted
159.9425,2.76785,2.5726,0.26125,predicted
25.716,100.13545,42.3052,3.0429,predicted
123.094,1.20155,0.03075,0.07865,predicted
109.7455,53.5728,30.92325,2.2287,predicted
102.0365,159.1523,39.04085,2.7551,predicted
182.215,4.88395,4.8432,0.42515,predicted
22.2835,96.55635,40.845,3.0151,predicted
156.2615,34.98365,24.3048,1.7058,predicted
157.867,27.82475,21.38645,1.53565,predicted
28.8285,88.7538,40.47025,2.96185,predicted
29.851,136.13975,40.9669,2.93085,predicted
104.158,158.2337,38.6754,2.71725,predicted
70.4255,62.7849,35.10615,2.5522,predicted
31.772,71.5057,37.5452,2.74015,predicted
112.010875,159.04705,38.2489,2.71335,predicted
148.085,151.3869,35.76755,2.50255,predicted
142.046,3.2149,2.6099,0.2634,predicted
72.39,139.6724,40.47645,2.8753,predicted
57.571,73.599,37.29245,2.7183,predicted
150.4865,150.84445,35.7517,2.4783,predicted
198.314,2.63555,1.84365,0.16,predicted
139.0355,22.41395,36.4492,2.53995,predicted
71.693,139.09065,40.4079,2.8645,predicted
208.481,1.49105,0.0257,0.10795,predicted
201.3055,7.76205,8.0507,0.61765,predicted
126.8895,156.2792,36.7771,2.5766,predicted
93.211,156.3579,39.36585,2.78185,predicted
112.455,149.5316,35.74305,2.4859,predicted
22.393,93.5876,40.8282,2.986,predicted
211.39,1.25105,0.00625,0.06515,predicted
158.8,1.1805,0.02095,0.06705,predicted
198.59,16.02515,14.7512,1.04575,predicted
-113.79825,1.08675,0.0051,0.07025,predicted
203.8875,1.779,0.17575,0.0737,predicted
206.92,1.7256,0.042,0.0748,predicted
184.596966667,18.63395,16.3163,1.1995,predicted
31.1635,80.90035,39.7321,2.92435,predicted
31.4965,102.3679,41.5044,3.0185,predicted
108.219,157.65185,38.5058,2.71165,predicted
-44.7975,110.1248,41.52845,3.0271,predicted
28.656,83.74965,40.75115,2.9292,predicted
215.981,1.43385,0.0023,0.0566,predicted
203.0725,1.31545,0.0198,0.0577,predicted
15.7745,156.17,38.87655,2.751,predicted
66.098,44.33025,28.2028,2.00975,predicted
87.128,148.17585,39.71275,2.8032,predicted
207.8945,1.8744,0.4176,0.1139,predicted
31.436,86.7561,40.2445,2.9529,predicted
52.769,69.5746,36.49915,2.6934,predicted
26.6808333333,82.40845,41.11865,3.00405,predicted
173.678708333,14.39445,14.23895,1.0509,predicted
75.686,53.5461,31.0188,2.2751,predicted
178.911,1.1607,0.02825,0.0836,predicted
207.7725,1.5957,0.22545,0.10915,predicted
202.906,10.52145,10.50935,0.7731,predicted
37.816,104.40705,41.8159,3.0444,predicted
182.155,1.13215,0.00785,0.05035,predicted
-187.1095,111.384,41.8341,3.01085,predicted
145.587625,150.5052,35.6408,2.5009,predicted
15.8205,111.286,41.83185,3.01405,predicted
172.7505,27.3147,20.69514,1.4614,predicted
202.2105,3.69795,3.544,0.2949,predicted
204.5565,4.7084,3.9867,0.3418,predicted
98.801,54.7887,31.40215,2.3015,predicted
50.3625,71.41035,37.31905,2.7236,predicted
63.446,153.772,39.51285,2.7648,predicted
152.227,148.9366,35.4969,2.4558,predicted
92.163,54.49105,31.86285,2.30615,predicted
27.2655,97.22335,41.2244,3.0129,predicted
31.4995,1.52355,0.0062,0.0608,predicted
-956.905,1.76655,1.07945,0.15665,predicted
63.9605,53.0869,31.56585,2.26285,predicted
124.2545,158.85075,37.4446,2.6244,predicted
-962.7435,1.1617,0.0611,0.0932,predicted
150.9505,147.33235,35.62955,2.46915,predicted
34.862375,104.15985,41.95005,3.0546,predicted
153.643,148.2716,35.3632,2.45035,predicted
33.7625,81.8297,39.53055,2.9061,predicted
32.9375,156.01822,36.71535,2.55305,predicted
207.846,0.97865,0.00695,0.07795,predicted
33.808,95.71385,41.32285,2.9906,predicted
147.273,152.724966667,36.203895,2.504575,predicted
142.137,154.11635,36.09925,2.5241,predicted
31.9475,81.1548,39.7687,2.924,predicted
127.312,157.36725,37.1822,2.6013,predicted
27.444,95.11375,40.83295,3.0015,predicted
77.954,61.48305,34.05385,2.4438,predicted
166.592833333,30.1436,22.47145,1.5806,predicted
26.189,84.5052,40.82,3.0124,predicted
25.8465,101.3404,41.24725,3.00405,predicted
-122.4385,1.1694,0.0294,0.10665,predicted
31.0635,86.8272,40.41705,2.93265,predicted
196.7655,2.38125,0.7676,0.1319,predicted
-13.9245,111.23695,41.7998,3.0176,predicted
88.8775,47.04355,29.8341,2.15225,predicted
50.5745,157.42675,37.04765,2.60845,predicted
197.355,14.92395,14.09785,1.00195,predicted
197.576,2.35605,1.8631,0.19355,predicted
202.0505,6.16245,6.0268,0.4744,predicted
59.545,89.2835,40.1962,2.9466,predicted
121.5445,150.665266667,36.0661083333,2.50139583333,predicted
130.0965,157.17835,36.99735,2.59325,predicted
116.095,159.62565,37.96375,2.6721,predicted
-25.543,1.2507,0.03275,0.08745,predicted
84.547,1.11935,0.0435,0.04445,predicted
151.6485,149.687366667,35.707275,2.4777,predicted
146.516,1.2567,0.0068,0.07775,predicted
4.748,155.96725,38.8687,2.72795,predicted
46.2685,75.28415,38.0421,2.7802,predicted
199.135,10.62615,10.68255,0.75635,predicted
199.6705,4.8216,4.59975,0.3897,predicted
124.6985,158.94125,37.36385,2.6316,predicted
57.554,66.146,35.55835,2.5494,predicted
217.827,1.375,0.01185,0.05455,predicted
199.76,9.6534,9.81473333333,0.722925,predicted
204.0435,1.14085,0.0024,0.0603,predicted
200.6145,1.8373,0.7593,0.1133,predicted
133.395,156.52575,36.8245,2.5795,predicted
106.8885,156.86615,36.8221,2.57249,predicted
192.809,16.45665,14.8984,1.05185,predicted
205.9455,1.7667,0.1808,0.0874,predicted
187.711,18.82885,16.32385,1.1657,predicted
115.024,48.91065,30.009,2.2003,predicted
78.6955,146.44785,39.95735,2.87245,predicted
138.8305,154.62615,36.3548,2.53205,predicted
134.666,156.05,36.6697,2.55425,predicted
221.11925,1.41125,0.00905,0.0496,predicted
-932.592,2.75145,2.2219,0.24305,predicted
81.5345,1.4426,0.0031,0.06495,predicted
193.139,4.4578,4.10115,0.3579,predicted
-80.3125,83.22445,39.62115,2.9048,predicted
134.8205,80.2508,36.3037,2.53735,predicted
201.458,1.2335,0.0091,0.1014,predicted
-47.409,134.20385,41.0527,2.93115,predicted
152.51,148.79605,35.61105,2.46765,predicted
207.475,1.45535,0.03315,0.06995,predicted
214.782,1.61645,0.0829,0.0737,predicted
134.7285,1.6395,0.056425,0.07695,predicted
183.737,11.4058,11.4436,0.8367,predicted
4.2075,113.9136,41.6546,3.0509,predicted
208.152,1.57465,0.0114,0.08955,predicted
133.354,1.2062,0.00525,0.06415,predicted
123.402,158.73325,37.48995,2.6181,predicted
25.372,101.2945,41.5401,3.0436,predicted
140.726,155.57965,36.4553,2.5415,predicted
196.5005,1.3328,0.0068,0.0672,predicted
153.4095,148.32305,35.37705,2.4608,predicted
56.643,124.2972,40.84165,2.93655,predicted
94.8354166667,159.448883333,38.0400033333,2.6627525,predicted
26.284,93.79415,40.98325,2.9461,predicted
216.052,1.34345,0.03865,0.05705,predicted
193.8005,1.2274,0.11005,0.0853,predicted
37.68275,1.757275,0.00515,0.0603,predicted
150.618,1.745,0.38635,0.1238,predicted
205.617,1.89555,0.73355,0.1363,predicted
103.526,158.4929,38.6264,2.7264,predicted
134.4705,156.7932,36.769,2.56305,predicted
72.5025,139.95125,40.56915,2.8806,predicted
68.6395,65.7139,35.87255,2.56115,predicted
188.012,9.62515,9.7313,0.72685,predicted
150.305,149.61315,35.64145,2.4516,predicted
144.0595,153.09125,36.2713,2.527,predicted
211.7955,1.55725,0.22045,0.08635,predicted
144.998,152.176,35.76315,2.49905,predicted
33.66,107.50035,41.5286,3.04475,predicted
189.5435,18.36465,16.3806,1.1705,predicted
46.2125333333,115.76694,41.51222,3.01085,predicted
204.227,1.47295,0.0028,0.06855,predicted
201.1845,1.38125,0.00165,0.12155,predicted
188.7475,1.3575,0.0057,0.0456,predicted
129.853333333,30.4307,22.61095,1.5656,predicted
186.6535,2.2637,1.53105,0.2023,predicted
125.48,158.11535,37.3975,2.60985,predicted
216.234166667,1.46885,0.00475,0.0624,predicted
121.7,43.88925,28.06045,2.05055,predicted
29.644,90.69185,41.68595,3.0233,predicted
135.7045,148.1765,35.566,2.4011,predicted
188.217,28.79215,21.5635,1.58767083333,predicted
71.51,60.2873,33.65055,2.5069,predicted
145.4735,153.1998,36.16125,2.53465,predicted
130.441,158.5587,37.20645,2.59095,predicted
129.911,156.8096,37.0603,2.58375,predicted
152.8525,147.76145,35.4251,2.46155,predicted
-4.119,93.0728,41.3275,3.0528,predicted
132.57225,150.28595,35.82085,2.5002,predicted
62.698,130.9821,40.79955,2.89185,predicted
221.4915,1.53195,0.0256,0.0499,predicted
194.032,4.2327,4.0181,0.3491,predicted
35.8575,105.77555,41.611,3.00665,predicted
204.0425,11.366,11.184,0.81165,predicted
214.8975,1.90225,0.00545,0.07325,predicted
105.3435,157.6154,38.4729,2.72015,predicted
198.077,1.09,0.0276,0.07115,predicted
196.6465,1.11135,0.0501,0.0779,predicted
207.165166667,0.9924,0.0199,0.07665,predicted
-457.5685,1.1593,0.0029,0.04765,predicted
198.896,4.9486,5.1047,0.4243,predicted
72.7215,50.6015,31.7088,2.3934,predicted
58.7695,127.74675,41.08395,2.96545,predicted
9.631,111.27095,41.6198,3.0248,predicted
147.938,151.39165,35.9969,2.49725,predicted
149.4785,150.4409,35.75725,2.48655,predicted
196.854,9.6437,9.6661,0.7186,predicted
148.324,151.67545,35.95975,2.5247,predicted
210.454,1.59585,0.01455,0.0757,predicted
92.7535,53.16665,31.8581,2.3336,predicted
77.8855,143.2545,40.09175,2.86165,predicted
30.9945,100.3709,41.42415,3.0045,predicted
-66.16,44.09275,29.3673,2.23735,predicted
-25.414,1.3428,0.0064,0.0758,predicted
183.667,7.37355,7.93315,0.6391,predicted
194.794,5.12325,5.2422,0.4061,predicted
149.20675,150.323,35.836175,2.4831,predicted
212.4545,1.21315,0.0967,0.0317,predicted
124.7865,41.2559,27.2423,1.9871,predicted
198.769,6.32295,6.40975,0.5281,predicted
94.7795,56.785,32.43825,2.3094,predicted
128.6545,157.1715,37.057,2.6066,predicted
62.2185,131.0297,41.12065,2.90775,predicted
196.2075,3.5931,0.0678,0.02335,predicted
188.242,2.68775,0.90805,0.14225,predicted
195.0125,4.9363,5.3327,0.43755,predicted
198.896,1.8698,0.00345,0.0426,predicted
60.211,130.72835,40.9792,2.94345,predicted
190.519,5.89155,5.64225,0.4665,predicted
183.5095,3.6457,1.5395,0.20995,predicted
43.642,113.4011,41.3144,2.98235,predicted
32.097,94.75065,41.3979,2.9731,predicted
130.62,157.03235,36.61505,2.5509,predicted
176.0985,24.8986,19.56795,1.3624,predicted
189.5185,0.9338,0.0324,0.0927,predicted
198.4605,4.62985,3.0563,0.28855,predicted
178.58375,15.0675,14.0544,1.0356,predicted
195.669,1.289,0.06725,0.0506,predicted
199.928,10.2492,10.05075,0.73995,predicted
-775.461,1.45345,0.00145,0.1134,predicted
201.6695,1.7248,0.0295,0.0152,predicted
200.488,2.48165,1.88905,0.18945,predicted
35.3945,89.0714,40.1989,2.92905,predicted
199.274,2.7687,2.1166,0.21215,predicted
152.58,148.8,35.5551,2.475,predicted
26.794,95.0467,40.78905,3.00235,predicted
164.5595,1.1495,0.00105,0.1071,predicted
40.3176416667,114.97746,41.10595,3.02585,predicted
151.669,149.72415,35.46275,2.4733,predicted
41.652,110.5709,41.6232333333,3.03385,predicted
87.4695,150.6197,39.6669,2.8055,predicted
124.2385,161.10705,37.4632,2.63665,predicted
205.775,1.22225,0.0097,0.04965,predicted
152.1385,148.80565,35.5238,2.4639,predicted
214.352,1.3948,0.00475,0.0817,predicted
102.271,159.23025,38.6226,2.72475,predicted
136.5275,3.0627,0.0112,0.08055,predicted
62.039,130.6897,41.03815,2.92735,predicted
12.239,101.72515,41.57515,2.99105,predicted
-10.742,78.1507,38.3141,2.79565,predicted
32.0945,89.16005,42.03165,2.9954,predicted
147.942,151.21745,35.8179,2.5006,predicted
102.983,156.439,38.6183,2.6605,predicted
17.3505,12.19565,12.805,0.935,predicted
187.239,3.56125,3.24885,0.2981,predicted
30.0695,82.787,40.26255,2.99325,predicted
145.05,152.4419,36.3338,2.52135,predicted
168.623,25.8819,20.21345,1.45165,predicted
171.591166667,27.19595,20.91178,1.462775,predicted
146.995,148.46135,35.62905,2.4935,predicted
-616.833,1.4607,0.0222,0.0893,predicted
66.2385,61.53105,34.4062,2.5694,predicted
150.133,149.74905,35.7698,2.47865,predicted
151.202,149.4332,35.2075,2.4806,predicted
207.970458333,1.1456,0.02705,0.0417,predicted
173.724,17.91805,15.8827,1.2045,predicted
108.4085,158.1229,38.3734,2.72055,predicted
193.3135,16.66605,15.2875,1.085,predicted
202.6745,4.9838,3.9832,0.35205,predicted
152.444,1.43225,0.00205,0.0529,predicted
194.409,4.6862,4.7693,0.4003,predicted
62.7035,46.7909,28.9954,2.0701,predicted
28.1465,100.19305,41.3999,3.0037,predicted
137.293446429,147.70275,35.4474,2.4495,predicted
43.371,108.7982,41.15025,2.989,predicted
15.589,112.111,42.01086,3.02203333333,predicted
194.802,9.889975,10.11585,0.7743,predicted
211.916,1.58905,0.0401,0.0786,predicted
192.4505,8.2905,9.2543,0.7439,predicted
-72.1565,148.5433,35.49235,2.48905,predicted
-38.183,76.54615,37.89665,2.7597,predicted
29.805,66.8053,40.7305,2.96585,predicted
140.0075,154.05815,36.0196,2.50915,predicted
-59.643,113.19165,41.43575,3.0017,predicted
26.1535,90.81755,40.78895,2.9753,predicted
147.698,151.28995,35.8231,2.495,predicted
121.173,158.7846,37.6062,2.6051,predicted
20.1725,107.21515,41.87625,3.0268,predicted
51.0795,120.10235,41.7108,2.9838,predicted
-34.1735,66.19325,36.2942,2.66805,predicted
109.4285,57.123,31.8523,2.2505,predicted
46.668,71.8522,37.5472,2.76085,predicted
188.3205,19.39585,16.59455,1.19865,predicted
-988.6175,87.38795,41.17735,3.0199,predicted
-148.6245,2.2276,1.80645,0.2221,predicted
59.4295,131.96265,41.04845,2.9291,predicted
194.962,6.3328,6.4757,0.52905,predicted
195.9825,5.75485,5.61225,0.4474,predicted
79.3155,157.37765,38.77185,2.726,predicted
147.1185,152.022033333,36.0106,2.5083,predicted
200.705,10.482,10.6283,0.7674,predicted
163.626,29.5848,22.269,1.60853333333,predicted
151.263,148.6675,35.49195,2.47455,predicted
11.902,100.97965,41.62285,3.05415,predicted
205.6945,1.50845,0.04705,0.062,predicted
148.804,150.01285,36.2077,2.488,predicted
36.386,101.68415,41.98595,3.0144,predicted
199.613,5.79205,5.8861,0.4595,predicted
165.633666667,26.1266375,20.3805714286,1.47949333333,predicted
30.9025,82.8609,39.7673,2.9138,predicted
32.616,104.7596,41.5539,3.03985,predicted
32.2355,101.547,41.9259,3.053645,predicted
-34.4795,1.17475,0.0386,0.0435,predicted
157.3905,31.72195,22.97235,1.6485,predicted
22.1685,98.1935,40.8566,3.0159,predicted
37.2055,99.0263,41.6401,3.00265,predicted
198.639,1.42835,0.00455,0.06985,predicted
32.1235,100.2557,41.90675,3.06616666667,predicted
-725.968,1.338,0.02125,0.08855,predicted
29.906,105.38215,41.2693,3.0264,predicted
183.221,11.7263,11.81855,0.8693,predicted
185.1825,2.6027,1.9449,0.18845,predicted
30.184,102.3187,41.6195,3.0055,predicted
61.072,68.30705,36.4655,2.643,predicted
50.653,119.87865,41.2653,2.94415,predicted
181.6735,1.7577,1.0968,0.1875,predicted
96.295,155.62365,39.27035,2.7586,predicted
155.208,148.16135,35.28945,2.47065,predicted
203.838,1.8118,0.0015,0.0694,predicted
169.981,1.2761,0.00285,0.04585,predicted
76.89,142.7828,40.13555,2.8697,predicted
33.848,99.547,41.2161,3.02535,predicted
24.3995,113.85385,41.71155,3.0197,predicted
44.119,78.3181,38.83375,2.82525,predicted
198.7495,7.89215,8.417,0.62625,predicted
142.2175,152.3795,36.65995,2.5355,predicted
-95.150375,158.799,37.90035,2.65959,predicted
179.043333333,0.9102,0.00533333333333,0.132,predicted
131.64025,157.29342,36.82835,2.56683333333,predicted
185.6435,1.13285,0.0066,0.02015,predicted
43.883,113.44175,41.32885,2.9802,predicted
207.368,1.22165,0.0091,0.08665,predicted
201.993,1.40175,0.5134,0.13165,predicted
14.6115,111.371,41.5492,3.02055,predicted
41.05525,109.03735,41.83445,3.0165,predicted
110.8035,159.27835,38.12155,2.6832,predicted
184.2715,19.4387,16.45305,1.1847,predicted
152.0515,1.5214,0.0108,0.12765,predicted
-684.8795,1.4224,0.0069,0.11265,predicted
-202.571333333,0.3935,0.0138,0.08675,predicted
86.849,50.535,30.86915,2.2823,predicted
196.4895,1.64545,0.2589,0.0742,predicted
160.7595,4.4272,4.46175,0.3936,predicted
19.066,80.80655,40.03685,2.94715,predicted
33.254,101.1593,41.9694,3.03275,predicted
148.7815,1.0969,0.00665,0.0606,predicted
70.3715,66.1307,35.31545,2.52555,predicted
202.46,2.10615,0.9423,0.1613,predicted
196.2975,3.26585,3.0284,0.2893,predicted
188.1795,12.6481,12.3347,0.95975,predicted
6.7715,107.5132,41.41605,3.0166,predicted
158.42,1.3863,0.0173,0.09025,predicted
194.373,1.3677,0.0091,0.10435,predicted
204.789,1.447,0.00965,0.06655,predicted
141.948,1.9893,1.40255,0.1816,predicted
92.958,54.12875,31.1958,2.23775,predicted
208.6486,1.4088,0.05185,0.01895,predicted
195.766125,1.44,0.0014,0.07835,predicted
-609.695,51.1187,29.6405,2.13885,predicted
149.8975,151.15438,36.1187783333,2.51325,predicted
143.6805,150.70415,35.8661,2.4786,predicted
211.384,1.6484,0.0328,0.0817,predicted
168.0165,26.68025,20.82305,1.5133,predicted
195.483,1.60275,0.0253,0.10615,predicted
169.952,1.01355,0.0343,0.0393,predicted
31.383,97.6004,41.2347,2.98125,predicted
180.367,1.22615,0.0086,0.0485,predicted
34.2164375,106.9728,41.7431333333,3.03225,predicted
5.29075,37.9855,25.8692,1.7924,predicted
119.3365,147.2123,35.4613,2.44975,predicted
200.8515,1.4638,0.0045,0.0566,predicted
192.867,6.7148,6.0059,0.49395,predicted
201.9315,2.119,0.4404,0.1165,predicted
79.832,68.81855,35.68585,2.5475,predicted
92.9615,152.11135,39.1775,2.7687,predicted
133.161916667,156.388,37.0543,2.5822,predicted
-25.818,111.2482,41.69395,2.99215,predicted
147.779,151.9169,35.8501,2.5127,predicted
85.629,150.14965,39.76845,2.82685,predicted
203.062,1.6144,0.0037,0.05095,predicted
82.6025,157.03985,38.80315,2.7255,predicted
151.062,149.14315,35.62765,2.474,predicted
54.0735,77.91555,38.04105,2.7726,predicted
210.1145,1.5203,0.1778,0.0686,predicted
148.578,150.62625,35.81435,2.5076,predicted
193.298,17.8499,15.829,1.15415,predicted
213.3685,1.941,0.00125,0.0816,predicted
64.491,134.86015,40.85645,2.9055,predicted
31.354,103.54465,42.11335,3.04765,predicted
96.2615,1.14825,0.0043,0.0578,predicted
39.2085,42.33855,28.58135,2.12845,predicted
31.381,77.62655,39.5923,2.9173,predicted
16.283,97.5114,41.732,3.03965,predicted
38.047,79.5515,39.516,2.9137,predicted
207.918,1.66945,0.30915,0.0945,predicted
126.456,40.2132,27.30975,1.9598,predicted
133.9635,148.6423,35.55155,2.46955,predicted
191.483,2.4683,2.0912,0.2129,predicted
194.2015,1.36925,0.00395,0.0555,predicted
147.709,151.4277,35.893925,2.51005,predicted
129.5695,156.85205,36.75185,2.5677,predicted
-544.3695,1.21495,0.025,0.07745,predicted
81.2545,155.1637,36.21615,2.54065,predicted
152.3955,149.80085,35.5859,2.4805,predicted
28.268,105.5889,41.2244,3.01955,predicted
-647.9015,1.21915,0.14045,0.10355,predicted
116.66,50.38195,29.5399,2.09345,predicted
191.637,1.02795,0.0209,0.00545,predicted
69.687,65.5357,35.5421,2.5773,predicted
181.9625,1.89455,1.51925,0.18445,predicted
66.719,66.3359,35.6151,2.5988,predicted
200.1585,10.8666,11.27355,0.8311,predicted
212.0555,1.5447,0.07155,0.0623,predicted
